src,hyp,label,mis_score
Tom is a professional in his business.,Tom is a great specialist in his own right.,Hallucination,0.8157594203948975
Your suggestion is better.,Your comment is better.,Hallucination,0.8280231952667236
I don't care how much it costs.,I don't particularly pay attention to prices.,Hallucination,0.8485696315765381
Tom proposed to his girlfriend and she said yes.,Tom's girlfriend agreed.,Hallucination,0.7116233110427856
Tell me three things that you can do well.,I would like to hear three good examples of your work.,Hallucination,0.8568113446235657
Mary is cooking stew and Tom is making a salad.,Mary is making a stew and Tom is making a salad.,Hallucination,0.8843450546264648
Stay at home.,Stay inside.,Hallucination,0.7767568230628967
You being there makes it all better!,Your presence here just made everything better!,Hallucination,0.8872674703598022
We're very proud of our team.,We're very happy with our players.,Hallucination,0.8702521920204163
There's a book lying open on the desk.,There's a book opened on the desk.,Hallucination,0.8570795059204102
She put her glasses on.,She put her spectacles on.,Hallucination,0.896716296672821
Everyone believed us.,We were all taken in.,Hallucination,0.745751142501831
"Hey, what are you doing?",What are you up to?,Hallucination,0.8165178298950195
Tell her I'll be right back.,I'll be right back.,Hallucination,0.8200769424438477
"In that amazing ""zugzwang"", the player had all his pieces and pawns on the board and was not under any direct threat, but had only suicidal moves available, which led him to lose the game.","In the ""zugzwang"" situation, the player had all the figures on the chessboard and was not in any threat, but had only suicidal steps available, which led him to the loss of the match.",Hallucination,0.7545125484466553
What's your favorite role-playing game?,What's your favorite RPG?,Hallucination,0.8449313044548035
I always brush my teeth before I go to bed.,"Before I go to sleep, I always clean my teeth.",Hallucination,0.8910505175590515
"And I don't know how long he wandered in the desert without as much as a drop of water in his mouth, but in the end he managed to come across a small village.","He didn't know how long he had been wandering in the desert, but in the end he met a little town.",Hallucination,0.8170909881591797
Do you remember the title or the author's name?,Do you remember the book title and the author's name?,Hallucination,0.7375511527061462
Is it OK if I ask you a few medical questions?,Is it all right if I ask you a question about your health?,Hallucination,0.8298712968826294
We have checked.,We have confirmed.,Hallucination,0.8881754875183105
Isn't it the first time it's happened?,It's the first time it's been done.,Hallucination,0.8597419261932373
Have you ever seen a badger?,Did you see a badger?,Hallucination,0.8096393942832947
What do you plan to do in Boston?,What are your plans in Boston?,Hallucination,0.896065354347229
It's too difficult for me.,It's too complex for me.,Hallucination,0.8932990431785583
I try to lead an active lifestyle.,I'm trying to keep a healthy lifestyle.,Hallucination,0.8227948546409607
The man I met is a lawyer.,I met a lawyer.,Hallucination,0.8962405323982239
We're regulars.,We're familiar with it.,Hallucination,0.7643328905105591
What are you going to take with you?,What are you gonna take?,Hallucination,0.7743774056434631
I should've left Tom a note.,I forgot to leave Tom a note.,Hallucination,0.7974666953086853
Tom was fired over a sexual harassment allegation.,Tom was expelled over a claim of sexual harassment.,Hallucination,0.7258051633834839
Have you ever lent money to Tom?,Did you lend Tom any money?,Hallucination,0.8535434603691101
What kind of clothes do you like to wear?,What kind of clothes do you wear?,Hallucination,0.8135790824890137
The neighbour's dog constantly barks.,The dog of the next house barks incessantly.,Hallucination,0.8104962110519409
What kind of music do you usually listen to while driving?,What kind of music do you usually hear while driving?,Hallucination,0.7842933535575867
"Tom is dead, but life goes on.","Tom's gone, but the show goes on.",Hallucination,0.8462374806404114
There's an urgent need for volunteers.,There is a great need for volunteers.,Hallucination,0.8812688589096069
Ask somebody else.,Just ask anyone else.,Hallucination,0.8624573945999146
Who else wants to go to the zoo?,Let's go to the zoo?,Hallucination,0.8684950470924377
There is an urgent need for drinking water.,There is a great need for clean water.,Hallucination,0.8048151731491089
It's getting bigger.,It's grown.,Hallucination,0.898258626461029
What did Tom ask for?,What did Tom want?,Hallucination,0.8054832816123962
Speak Russian correctly!,You should speak Russian fluently!,Hallucination,0.894911527633667
I'm afraid that something is wrong with Tom.,"I'm sorry, something's not right with Tom.",Hallucination,0.8968167901039124
Tom liked Mary as soon as he met her.,"As Tom met her, he immediately became infatuated with her.",Hallucination,0.7200780510902405
The knife cuts pretty well.,The knife works very well.,Hallucination,0.7858638763427734
Give my love to her.,I love her.,Hallucination,0.8996279835700989
What a long flight!,What a long trip!,Hallucination,0.8199065327644348
I had those once.,I had them before.,Hallucination,0.7354287505149841
Tom is the one who drew this picture.,That's Tom's work.,Hallucination,0.7503087520599365
Have you proposed to Mary yet?,You haven't yet made a proposal to Mary?,Hallucination,0.7218484282493591
It was quiet everywhere.,It was very quiet.,Hallucination,0.868003249168396
Tom ripped up the floorboards with a crowbar.,Tom destroyed the boards with a crowbar.,Hallucination,0.8729713559150696
How did I miss it?,How did I not notice it?,Hallucination,0.8106533288955688
A few people have helped us.,A little help from our friends.,Hallucination,0.8480699062347412
Write your name on the front of your notebook.,"Please, sign your name on the front of your notebook.",Hallucination,0.8268755674362183
You could've stayed in Boston.,You should have been in Boston.,Hallucination,0.7539680600166321
Can you hear me now?,You can hear me?,Hallucination,0.833029568195343
"You can't wear that. ""Why not?""",You can't wear it. What's the matter?,Hallucination,0.8775896430015564
"How is it that one careless match can start a forest fire, but it takes a whole box to start a campfire?","How is it that one inattentive match can start a forest fire, but it takes a whole box of them to start a campfire?",Hallucination,0.86151123046875
Do you want to try again?,Do you want to do it again?,Hallucination,0.8939161896705627
Can you describe Tom briefly?,You can quickly explain Tom?,Hallucination,0.8924705982208252
Will you buy it?,Do you buy it?,Hallucination,0.8708217740058899
"What Alice, waiting for a reply, was faced with was a sudden howl. It was a resounding noise, sharp as to burst her ear drums, loud as to reach unto the heavens.","Waiting for a reaction, she was met with a deafening howl.",Hallucination,0.8871771693229675
"Actually, I was joking.",I didn't mean it.,Hallucination,0.7924985289573669
Tom died of a heart attack a year later.,"A year ago, Tom died of a heart attack.",Hallucination,0.7177222967147827
"The sooner he does that, the better.",The better it will be when he does it.,Hallucination,0.8869593739509583
I can't do this job without you.,I can't do this alone.,Hallucination,0.869410514831543
Oh yeah. My dog shapeshifts into a man-eating yeti at times. Just ignore it.,"Excuse me, my dog switches into a bloodthirsty yeti from time to time. Just don't pay attention to it.",Hallucination,0.8907339572906494
What do we need money for?,What do we need it for?,Hallucination,0.7335473895072937
Ask someone else.,Ask anyone else.,Hallucination,0.8394519686698914
I'm going to tell you a secret.,I'm gonna give you a little secret.,Hallucination,0.8832542300224304
That is the absolute truth!,That's the bottom line.,Hallucination,0.701396644115448
Salma claimed that she remembers details of her German family in her previous life.,"According to her, she has the entire information of her German family in her previous life.",Hallucination,0.7053124904632568
She visited the old man in hospital every day apart from Sundays.,"She made a trip to the old people's hospital every day, except on Sundays.",Hallucination,0.7180920839309692
Add an explanation.,Please explain.,Hallucination,0.836066484451294
I avoid reading the news.,I don't pay attention to the news.,Hallucination,0.8476119637489319
Are you still having trouble with that?,You're still not understanding it?,Hallucination,0.8929893374443054
Why don't you drink?,"You don't drink, do you?",Hallucination,0.730076253414154
Sharks eat fish.,They feed on fish.,Hallucination,0.7519334554672241
Why are you looking at me?,What are you watching me for?,Hallucination,0.7180032730102539
Do you want us to go?,Do you want to go?,Hallucination,0.7562311887741089
"My first dinner in Chinatown was one of those that make you say ""My gosh, Chinese food is so amazing!""","The first Chinese food I tried was one of those that made me exclaim, ""Chinese food is so good!”",Hallucination,0.8361239433288574
95 years old! God Save the Queen!,He's 95 years old! Long Live the Queen!,Hallucination,0.719459056854248
It rolled under the couch.,It got under the sofa.,Hallucination,0.7932780981063843
You'll be a grandma soon.,You'll be a great-grandmother in no time.,Hallucination,0.8259194493293762
What is your nationality?,What's your country of origin?,Hallucination,0.7223852872848511
"In the end, I decided not to apply for that job.","Finally, I didn't want to take that offer.",Hallucination,0.8428158164024353
Tom burst into a rage.,Tom became very aggressive.,Hallucination,0.876819908618927
What are you all doing here?,What are you all here for?,Hallucination,0.7615283727645874
Write it in pencil.,You need to do it in pencil.,Hallucination,0.8627174496650696
He talks about her too much.,He also speaks about her too much.,Hallucination,0.895810067653656
Why is everyone looking at us?,What's everyone's attention to us?,Hallucination,0.7430459856987
How self-centric do you have to be to do something like that?,How egoistical do you have to be to do something like this?,Hallucination,0.7855325937271118
Tom writes under a pseudonym.,Tom uses a pen name.,Hallucination,0.7902812361717224
Don't hesitate to ask for advice.,Do not be afraid to contact me for help.,Hallucination,0.8507571816444397
"I'm ready, and you?","I'm ready, aren't you?",Hallucination,0.8877163529396057
I don't like going to bed early.,I don't particularly like to go to sleep.,Hallucination,0.7348610758781433
We should talk about Algeria.,Let's get to Algeria.,Hallucination,0.8637763261795044
That's Tom's son.,That's Tom's kid.,Hallucination,0.7496610283851624
How long may I stay here?,How long will I be able to stay here?,Hallucination,0.8900267481803894
All of us like you very much.,We love you very much.,Hallucination,0.7806891798973083
Tom kissed Mary yesterday.,Tom kissed Mary the day before.,Hallucination,0.7101110219955444
Will you go by train?,Then you'll take the train?,Hallucination,0.8879663944244385
We also find that.,We also concluded that.,Hallucination,0.7213557362556458
The researcher suggested promising directions for treating the cancer.,The scientist has outlined the most promising avenues for the treatment of the tumor.,Hallucination,0.8780407309532166
I wonder what Tom would say if that happened.,"I'm sorry, what Tom would have said if that had been the case.",Hallucination,0.8085798025131226
Chess is a good companion for life.,It's good to have chess in your life.,Hallucination,0.8680079579353333
"Tom started singing, and everyone else joined in.",Then Tom and the others start to sing.,Hallucination,0.8833785057067871
Does anybody know?,Do they know?,Hallucination,0.7643438577651978
Many people were present at yesterday's meeting.,There were many people attending the day's event.,Hallucination,0.7173424959182739
How do you think it went?,How did it go?,Hallucination,0.8231939673423767
We exchanged greetings.,We exchanged hello.,Hallucination,0.879821240901947
Why don't we try to contact Tom again?,Let's contact Tom again?,Hallucination,0.790823221206665
"If you try to stop me, I won't hesitate for a moment to kill you.","Stop me, and I'll have no second thoughts about it.",Hallucination,0.8069403171539307
Tom ought to stay in bed.,Tom should sleep in.,Hallucination,0.8593474626541138
I must've lost the key en route.,I lost the key during the trip.,Hallucination,0.898399829864502
Stop spying on me.,Stop watching me.,Hallucination,0.8287633061408997
Tom will probably never find out.,Most likely Tom never knew.,Hallucination,0.8834452629089355
He gave up his old career to become a full-time chess player.,He had to give up his old career to be a chess player.,Hallucination,0.8928811550140381
"The knives are not sharp, I need to whet them.","The knife is not very good, I need to hone it.",Hallucination,0.808054506778717
We need a few more minutes.,We need a little more time.,Hallucination,0.7380754351615906
We resigned because our superiors made impossible demands.,We had to leave because our superiors demanded impossible conditions.,Hallucination,0.855791449546814
Someone unlocked the door.,Someone opened the door.,Hallucination,0.7079358100891113
Have you ever been to Switzerland?,Did you go to Switzerland?,Hallucination,0.7323266863822937
Tom armed himself with a gun and a knife.,Tom was armed with a rifle and knife.,Hallucination,0.800918698310852
"Easy come, easy go.","It's easy to come, but it's easy to leave.",Hallucination,0.7937966585159302
Did you remember to send my letter?,Did you remember to mail my letter?,Hallucination,0.787684977054596
Sharks can smell even a tiny amount of blood in water.,Sharks can even distinguish the tiniest drop of blood in the water.,Hallucination,0.8978286385536194
It would be safer to stay here.,It's better to be here.,Hallucination,0.8709508776664734
I don't care whether Tom wins or not.,I don't particularly pay attention to Tom's success.,Hallucination,0.8434640169143677
It will scarcely be any easier on the people if the cudgel with which they are beaten is called the people's cudgel.,It won't be any easier on the people if the people's own cudgel is called the people's own cudgel.,Hallucination,0.8232813477516174
I told you everything I had to tell you.,I told you everything I knew.,Hallucination,0.7622097730636597
Do you believe everything that you hear?,Do you really think everything you hear?,Hallucination,0.7942900657653809
Tell me how to use it.,How do I use it?,Hallucination,0.719070553779602
He's still alive and kicking.,He's still in the mix.,Hallucination,0.7186874747276306
"Actually, it was a joke.",It's just a joke.,Hallucination,0.8693938851356506
"As soon as Tom saw me, he started laughing.","As soon as Tom saw me, he immediately stood up and was laughing.",Hallucination,0.8413753509521484
Stay with us for now.,Wait a little.,Hallucination,0.8288668990135193
Let's finish on an optimistic note.,Let's leave on a positive note.,Hallucination,0.8903218507766724
It's a bad addiction and I need to quit for good.,It's a bad vice and I need to give it up for good.,Hallucination,0.7386142015457153
Mary is now a grown woman.,Mary became a grown-up.,Hallucination,0.8628219962120056
It was an easy decision.,It was a no-brainer.,Hallucination,0.8901845812797546
I'll find the money somehow.,I'll find the money in any case.,Hallucination,0.7323198318481445
"Everybody has flaws. ""I don't.""",We all have our own failures. I don't.,Hallucination,0.8135345578193665
You learn quickly.,You quickly understand.,Hallucination,0.8518053293228149
Tom missed that opportunity.,That's what Tom lost.,Hallucination,0.7634949684143066
How old are they now?,How old are they?,Hallucination,0.8087835907936096
Will Tom accept our offer?,Did Tom agree to our offer?,Hallucination,0.8958683013916016
Everyone that I know can speak French.,I knew everyone who knew French.,Hallucination,0.8536363840103149
Do you know what he brought us?,What did he give us?,Hallucination,0.853256106376648
Tom didn't think Mary would be upset by that.,Tom didn't think Mary would be sorry about it.,Hallucination,0.8801743984222412
I got myself an insurance policy.,I got the policy.,Hallucination,0.8216822743415833
Tom leaned forward a bit.,Tom inched a little.,Hallucination,0.7518673539161682
Does Tom always act like this?,Is Tom always like this?,Hallucination,0.7595334649085999
Would you like coffee or tea with your breakfast?,Do you want coffee with your breakfast?,Hallucination,0.7604408860206604
"Yesterday, I got a call out of the blue from Tom.",I got a call out of the blue from Tom.,Hallucination,0.8433189988136292
I know you're telling the truth.,I know you're serious.,Hallucination,0.7679515480995178
That's never happened to me before.,It's never been like this before.,Hallucination,0.7950721383094788
Call the doctor so that he confirms the appointment.,Let's call the doctor to check the date of the appointment.,Hallucination,0.7541667819023132
Anybody could slip up like that.,That's how anyone can trip.,Hallucination,0.867475152015686
Why's she so thin?,What's her excuse for being so skinny?,Hallucination,0.8462455868721008
A big earthquake occurred in India yesterday.,There was a big earthquake in India the day before.,Hallucination,0.8073738813400269
The noise was barely audible.,The sound was almost inaudible.,Hallucination,0.8600492477416992
Who's paying?,Then who's paying?,Hallucination,0.7069545388221741
She passed the examination.,She successfully completed the certification.,Hallucination,0.7919113039970398
"If we'd worked harder, we would've succeeded.",We would have done better if we had tried.,Hallucination,0.8902513384819031
Everybody already knew that.,It's not news that everyone knew.,Hallucination,0.7115281224250793
What point was he trying to make?,What was he trying to make?,Hallucination,0.8636663556098938
I kept on walking.,I didn't give up.,Hallucination,0.8022857308387756
I think you've missed the point.,I think you're not understanding the issue.,Hallucination,0.872586190700531
Be careful not to drop anything on your feet.,Make sure you don't trip over anything.,Hallucination,0.8099183440208435
Tom helped Mary to get up off the floor.,Tom came to Mary's help and stood her up.,Hallucination,0.7019227743148804
You could ask her.,You can contact her.,Hallucination,0.7600753903388977
What is the exchange rate?,What about the exchange rate?,Hallucination,0.8805025815963745
Chess can make anyone who wishes to unravel its mysteries happy.,It's enough to want to unravel the complexities of chess to make anyone happy.,Hallucination,0.7899308800697327
I stayed at home because I had a cold.,I didn't go out because I had a cold.,Hallucination,0.8543824553489685
I can understand French fairly well.,I can understand French fluently.,Hallucination,0.7426936626434326
A flounder is a fish that spends its adult life on the sea bed.,A flounder is a bottom-dwelling species of fish.,Hallucination,0.8817110657691956
"Instead of waiting for Tom any longer, let's go ahead and leave.",Let's leave Tom alone and go.,Hallucination,0.8378069400787354
Life went on as usual.,Life goes on as before.,Hallucination,0.8708648085594177
I was stopping passers-by,I tried to prevent the passerby.,Hallucination,0.8749767541885376
Have you seen Tom today by any chance?,Did you see Tom anywhere today?,Hallucination,0.8974578976631165
This increases expenses.,This also leads to expenditures.,Hallucination,0.7914332747459412
We know about her.,We know her.,Hallucination,0.8270639777183533
I hope it's worth it.,Hopefully it's good.,Hallucination,0.8237910866737366
Hands off my work!,Stop interfering in my work!,Hallucination,0.8651794791221619
Tom got punched in the nose.,Tom got hit in the nose.,Hallucination,0.8868743777275085
Tom moved to Australia.,Tom decided to go to Australia.,Hallucination,0.8974066376686096
Tourists like to come here.,People love to come here.,Hallucination,0.835093080997467
Have you ever visited someone in prison?,Did you pay a visit to anyone in custody?,Hallucination,0.8862273693084717
"I'm happy because starting today, we don't have any school until September.",I'm thrilled because school won't start until next September.,Hallucination,0.8317546844482422
Did you understand anything Tom said?,Did you understand what Tom said?,Hallucination,0.8787658214569092
That's the man I saw yesterday.,That's the one I saw the day before.,Hallucination,0.8494055867195129
I wonder what has become of her.,"I'm sorry, I don't know what's happened to her.",Hallucination,0.8167109489440918
Can I leave my suitcases here?,I can leave my bags here?,Hallucination,0.8377651572227478
You have to believe in me.,You have to take me for it.,Hallucination,0.8567376732826233
I devour one detective story after another.,I'm eating one detective story after the other.,Hallucination,0.8465279936790466
You are laying in the bed.,You're in the bed.,Hallucination,0.846537172794342
"But I didn't do anything! ""He's lying!""",I didn't do anything.,Hallucination,0.8867695927619934
The bus stop is near our school.,The school is located near the bus stop.,Hallucination,0.8712435364723206
Please stay here with me.,"Please, don't leave me alone.",Hallucination,0.8533757925033569
I was stupid enough to believe it.,I was gullible enough to buy it.,Hallucination,0.8633408546447754
It keeps me up at night.,It's what's keeping me awake.,Hallucination,0.7487596869468689
Did Tom tell you why?,Did Tom explain it to you?,Hallucination,0.7807527780532837
Tom thinks you're lying.,Tom thinks you're not serious.,Hallucination,0.8682392239570618
How old were you when you moved to Boston?,How old were you when you came to Boston?,Hallucination,0.8549563884735107
Give Tom a call and tell him.,Just call Tom and give him a call.,Hallucination,0.8016392588615417
She's very proud of herself.,She's very happy about it.,Hallucination,0.7660809755325317
He likes going to parties.,He goes to the parties.,Hallucination,0.8694998025894165
Tom promised he wouldn't hurt Mary.,Tom said he didn't mean to scare Mary.,Hallucination,0.7153691053390503
I leave the city in the summer.,I'm gone in the summer.,Hallucination,0.7563947439193726
This car sells well.,This car is in great demand.,Hallucination,0.7032026648521423
I didn't want you to miss your bus.,I didn't want you to be late for the bus.,Hallucination,0.8938007950782776
Tom helped Mary carry stuff out to her car.,Tom has taken Mary's bags to her car.,Hallucination,0.714774489402771
It's terribly hot this morning.,It's very hot today.,Hallucination,0.8415183424949646
Did you think I'd change my mind?,Did you think I'd have second thoughts?,Hallucination,0.8819229006767273
All of the blossoms have fallen from the cherry trees.,The entire population of the cherry trees has lost its flowering.,Hallucination,0.8418512344360352
He was sure that he wouldn't like the news.,He knew he didn't like the news.,Hallucination,0.894600510597229
Tom can sit over there.,Tom can sit there.,Hallucination,0.8959848284721375
Did Tom tell you about it himself?,Did Tom mention it to you?,Hallucination,0.8776773810386658
She thinks she can prove it.,She thinks she can do it.,Hallucination,0.7551087737083435
Do you know that crying boy?,Do you know the crying kid?,Hallucination,0.8033077120780945
We must've been wrong.,We were in the wrong.,Hallucination,0.8586044311523438
"Tom laughed when everyone else laughed, but the truth was that he didn't understand a single word of what they said.","When everyone else was laughing, Tom didn't understand a word of what they said.",Hallucination,0.8384901881217957
You were flying too low.,You were too low.,Hallucination,0.8833562731742859
I recognize you.,I knew you.,Hallucination,0.8439103364944458
I hate driving.,I don't particularly like driving.,Hallucination,0.7352797389030457
"Hey, you know what?",You know what?,Hallucination,0.8516110181808472
I told her I wasn't interested.,I told her I didn't want it.,Hallucination,0.8761115670204163
He pulled the wounded soldier to the nearby bush.,He brought the injured fighter to the nearby bush.,Hallucination,0.7100584506988525
Tom saw Mary pass by.,Tom saw Mary.,Hallucination,0.876850426197052
There are many mysteries in life.,There are many unsolved questions in the world.,Hallucination,0.8748993277549744
I have to breast-feed my baby.,I have to feed my baby.,Hallucination,0.7028298377990723
"I also learned to admire these chess players: Smyslov, Spassky, Karpov, Kasparov, Keres, and Carlsen. There are, therefore, twelve great chess players of my choice.","I also love to love them: Smyslov, Spassky, Karpov, Kasparov, Keres and Carlsen.",Hallucination,0.7670062184333801
His doctor told him to cut down on drinking.,He told him to drink less.,Hallucination,0.8697554469108582
"Where is the stationery cupboard, please?",Where's the stationery?,Hallucination,0.7705495953559875
"An operation on his throat helped him recover from the pneumonia, but it left him without his voice.","The procedure on his neck was able to help him to get rid of pneumonia, but it also prevented him from speaking.",Hallucination,0.7015913724899292
Tom's great-grandfather was born blind.,Tom's great-grandfather was a blind person.,Hallucination,0.8484291434288025
Are you loved?,Do they love you?,Hallucination,0.7838430404663086
"By the way, Tom is in town.","In passing, Tom's in town.",Hallucination,0.817771852016449
I took it as a joke and did not answer.,I didn't take it as a serious comment and didn't answer.,Hallucination,0.8074224591255188
Make yourselves comfortable.,Make yourselves at home.,Hallucination,0.7446534037590027
The lava destroyed everything in its path.,The lava destroyed everything in its own way.,Hallucination,0.8986442685127258
"Learn Chinese, not to impress your future boss, but to understand what she is saying.","You don't have to show your Chinese to your future boss, but to understand what she's trying to explain.",Hallucination,0.7734993100166321
His success was nothing short of a miracle.,It was a real miracle.,Hallucination,0.8965961337089539
She was ahead of her time.,She was a little ahead of her time.,Hallucination,0.8913681507110596
Where have they gone?,Where did they go?,Hallucination,0.8786978721618652
Why are you never satisfied?,You're never happy?,Hallucination,0.8122066855430603
You're photogenic.,You're good in front of the camera.,Hallucination,0.8523769378662109
What is Tom so afraid of?,What's Tom afraid of?,Hallucination,0.8873574733734131
Mary was the only woman in the room.,Mary was the only one in the room.,Hallucination,0.8254073858261108
I don't think that Tom is very strong.,I don't think Tom's very good.,Hallucination,0.720923125743866
One thing I don't like about winter is climbing out of a warm bed.,One thing I don't like about winter is the fact that I have to get out of a warm bed.,Hallucination,0.8815708756446838
I'll send you some money as soon as I can.,I'll pay you as quickly as I can.,Hallucination,0.8447715044021606
We need to lower our monthly expenses.,We need to reduce our spending.,Hallucination,0.8441150188446045
Would you live on Mars?,Do you want to live on Mars?,Hallucination,0.8271076083183289
Did you forget to send my letter?,Did you not remember to transmit my letter?,Hallucination,0.8014524579048157
Do you ever take walks with Tom?,Do you take a walk with Tom?,Hallucination,0.8893608450889587
His page on Facebook was fake.,The entire story of him on Facebook was a lie.,Hallucination,0.7470436692237854
Why don't we get takeout?,Let's order takeout?,Hallucination,0.8365269899368286
It's almost spring.,It's almost the start of the year.,Hallucination,0.7907611727714539
Such a clunker!,What a bust!,Hallucination,0.7604250311851501
Don't believe a single word of it.,Do not take a single word of it.,Hallucination,0.8989099860191345
No one is doing anything.,No one's done anything.,Hallucination,0.8528749942779541
Some parts were missing.,Some were lost.,Hallucination,0.7980465292930603
I used to do that almost every day.,I did it almost every day.,Hallucination,0.8938038349151611
Tom watches too much TV.,Tom also watches too many television sets.,Hallucination,0.8200743794441223
Tom reluctantly gave Mary the money she asked for.,Tom is very reluctant to give Mary the money she demanded.,Hallucination,0.8742951154708862
We'll pay you well.,We'll pay you.,Hallucination,0.8274229168891907
You should have done a language study abroad.,You should have done a language trip.,Hallucination,0.8153280019760132
Tom is running very fast.,Tom is very quickly.,Hallucination,0.8211482763290405
I don't ever want Tom to write to my daughter again.,I don't want Tom to contact my daughter.,Hallucination,0.8928223848342896
Keep the remote somewhere where Tom can't reach it.,Make sure Tom can't get the remote.,Hallucination,0.8855503797531128
Seize him!,Arrest him!,Hallucination,0.785786509513855
You can't hide the fact from Tom.,You can't keep Tom's fact a secret.,Hallucination,0.8825489282608032
Why's everyone looking at me?,What's everyone's attention to me?,Hallucination,0.7549009919166565
What language is spoken in America?,What kind of language is there in the United States?,Hallucination,0.8467798829078674
We all like you a lot.,We love you a lot.,Hallucination,0.83283531665802
I have finished my assignment.,I have completed my work.,Hallucination,0.8633320927619934
He was clearly hiding something.,He was certainly trying to cover something up.,Hallucination,0.8994420170783997
Are you ambitious?,"You're ambitious, aren't you?",Hallucination,0.7117120623588562
We haven't lived up to expectations.,We didn't live up to our own expectations.,Hallucination,0.8714050650596619
The weather forecast is not reliable at all.,The weather forecast is not very good.,Hallucination,0.8559851050376892
Tom couldn't believe that someone wanted to kill him.,Tom didn't even think anyone would want to kill him.,Hallucination,0.8379007577896118
Please fasten your seat belt during takeoff and landing.,Please wear your seatbelt during takeoff and landing.,Hallucination,0.8848018050193787
I guess that you can't do it.,Maybe you can't do it.,Hallucination,0.8942784070968628
Felicja's mother is a Polish of Romanian origin.,Felicja's mother is of Polish and Romanian origin.,Hallucination,0.8663457036018372
Tom can barely walk.,Tom can't even take a step.,Hallucination,0.8754448294639587
I'd rather go home.,I'd better go home.,Hallucination,0.8815230131149292
Tom and Mary exchanged seats with each other.,Tom and Mary traded places.,Hallucination,0.8415898084640503
Clean up after yourself.,Make sure you clean up.,Hallucination,0.8852277994155884
I'm pretty tall.,I'm kind of big.,Hallucination,0.7425422072410583
We don't have much water.,We don't have a great water flow.,Hallucination,0.850397527217865
We must find Tom a girl.,We have to find Tom a girlfriend.,Hallucination,0.8734090924263
How about having tea outside this evening?,Let's have a cup of tea in the park this evening?,Hallucination,0.7399314641952515
I'm now in jail.,Now I'm in custody.,Hallucination,0.873686671257019
The smell of wisteria strengthens and restores the memory.,The aroma of the wisteria gives us the energy to remember.,Hallucination,0.7637720704078674
They have three children: two boys and one girl.,They have three children - two sons and a daughter.,Hallucination,0.812881588935852
I came back to help you.,I came to help you.,Hallucination,0.8832188844680786
Tom is a reckless driver.,Tom is a dangerous driver.,Hallucination,0.8807401657104492
Bill put aside a hundred dollars for his trip.,He had to save a hundred bucks for the trip.,Hallucination,0.765804648399353
Is it good or not?,Is it good?,Hallucination,0.7400271892547607
Why didn't Tom come today?,Did Tom not come today?,Hallucination,0.8710582256317139
"If we don't finish this job, we'll lose the next contract.","Without finishing this, we'll never get the next contract.",Hallucination,0.7613739967346191
We heard someone scream.,We're told there was a scream.,Hallucination,0.8172304034233093
Tom is helping his wife.,Tom's trying to help her.,Hallucination,0.7755449414253235
I'm not at all like you.,I'm not your kind of person.,Hallucination,0.8706896305084229
That's a great idea.,That's a good one.,Hallucination,0.8793158531188965
